datetime_proposed,wtr_top_t19,wtr_middle_t20,wtr_bottom_t21,wtr_bottom_t26,datetime_incorrect,
6/26/2023 17:20,26.585,23.966,20.234,,,
6/26/2023 17:30,26.39,23.869,20.234,,,
6/26/2023 17:40,26.195,23.869,20.234,,,
6/26/2023 17:50,26.781,23.966,20.234,,,
6/26/2023 18:00,26.683,23.869,20.234,,,
6/26/2023 18:10,26.488,23.869,20.234,,,
6/26/2023 18:20,26.488,23.966,20.234,,,
6/26/2023 18:30,26.39,23.966,20.234,,,
6/26/2023 18:40,26.39,23.869,20.234,,,
6/26/2023 18:50,26.097,23.773,20.234,,,
6/26/2023 19:00,25.902,23.773,20.234,,,
6/26/2023 19:10,25.902,23.773,20.234,,,
6/26/2023 19:20,25.902,23.677,20.329,,,
6/26/2023 19:30,25.805,23.773,20.234,,,
6/26/2023 19:40,25.805,23.773,20.234,,,
6/26/2023 19:50,25.708,23.773,20.234,,,
6/26/2023 20:00,25.708,23.773,20.234,,,
6/26/2023 20:10,25.416,23.581,20.234,,,
6/26/2023 20:20,25.222,23.773,20.138,,,
6/26/2023 20:30,25.222,23.773,20.234,,,
6/26/2023 20:40,25.125,23.773,20.234,,,
6/26/2023 20:50,25.125,23.773,20.138,,,
6/26/2023 21:00,25.028,23.869,20.234,,,
6/26/2023 21:10,24.931,23.773,20.234,,,
6/26/2023 21:20,24.835,23.677,20.234,,,
6/26/2023 21:30,24.835,23.773,20.138,,,
6/26/2023 21:40,24.835,23.773,20.138,,,
6/26/2023 21:50,24.738,23.773,20.234,,,
6/26/2023 22:00,24.738,23.773,20.234,,,
6/26/2023 22:10,24.641,23.773,20.138,,,
6/26/2023 22:20,24.545,23.869,20.138,,,
6/26/2023 22:30,24.545,23.677,20.138,,,
6/26/2023 22:40,24.448,23.677,20.138,,,
6/26/2023 22:50,24.448,23.677,20.138,,,
6/26/2023 23:00,24.448,23.677,20.138,,,
6/26/2023 23:10,24.351,23.677,20.138,,,
6/26/2023 23:20,24.255,23.773,20.138,,,
6/26/2023 23:30,24.255,23.773,20.138,,,
6/26/2023 23:40,24.158,23.773,20.138,,,
6/26/2023 23:50,24.158,23.773,20.138,,,
6/27/2023 0:00,24.158,23.677,20.138,,,
6/27/2023 0:10,24.158,23.677,20.138,,,
6/27/2023 0:20,24.062,23.677,20.138,,,
6/27/2023 0:30,24.062,23.581,20.138,,,
6/27/2023 0:40,24.062,23.581,20.138,,,
6/27/2023 0:50,23.966,23.581,20.138,,,
6/27/2023 1:00,23.966,23.581,20.138,,,
6/27/2023 1:10,23.966,23.677,20.138,,,
6/27/2023 1:20,23.869,23.581,20.138,,,
6/27/2023 1:30,23.869,23.581,20.138,,,
6/27/2023 1:40,23.869,23.581,20.138,,,
6/27/2023 1:50,23.773,23.581,20.138,,,
6/27/2023 2:00,23.773,23.581,20.138,,,
6/27/2023 2:10,23.773,23.581,20.138,,,
6/27/2023 2:20,23.677,23.484,20.138,,,
6/27/2023 2:30,23.677,23.484,20.138,,,
6/27/2023 2:40,23.677,23.484,20.138,,,
6/27/2023 2:50,23.677,23.484,20.138,,,
6/27/2023 3:00,23.677,23.484,20.138,,,
6/27/2023 3:10,23.581,23.484,20.138,,,
6/27/2023 3:20,23.581,23.388,20.138,,,
6/27/2023 3:30,23.581,23.388,20.138,,,
6/27/2023 3:40,23.484,23.388,20.138,,,
6/27/2023 3:50,23.484,23.388,20.138,,,
6/27/2023 4:00,23.484,23.388,20.138,,,
6/27/2023 4:10,23.484,23.292,20.138,,,
6/27/2023 4:20,23.388,23.292,20.043,,,
6/27/2023 4:30,23.388,23.292,20.138,,,
6/27/2023 4:40,23.388,23.196,20.043,,,
6/27/2023 4:50,23.292,23.196,20.043,,,
6/27/2023 5:00,23.292,23.196,20.043,,,
6/27/2023 5:10,23.292,23.196,20.043,,,
6/27/2023 5:20,23.292,23.196,20.043,,,
6/27/2023 5:30,23.196,23.196,20.043,,,
6/27/2023 5:40,23.196,23.196,20.043,,,
6/27/2023 5:50,23.196,23.1,20.043,,,
6/27/2023 6:00,23.196,23.1,20.138,,,
6/27/2023 6:10,23.196,23.1,20.138,,,
6/27/2023 6:20,23.196,23.1,20.138,,,
6/27/2023 6:30,23.1,23.1,20.138,,,
6/27/2023 6:40,23.1,23.1,20.138,,,
6/27/2023 6:50,23.196,23.1,20.138,,,
6/27/2023 7:00,23.196,23.004,20.138,,,
6/27/2023 7:10,23.292,23.004,20.138,,,
6/27/2023 7:20,23.292,23.004,20.138,,,
6/27/2023 7:30,23.196,23.004,20.138,,,
6/27/2023 7:40,23.196,23.004,20.138,,,
6/27/2023 7:50,23.196,22.908,20.138,,,
6/27/2023 8:00,23.292,22.908,20.138,,,
6/27/2023 8:10,23.388,23.004,20.138,,,
6/27/2023 8:20,23.388,23.004,20.138,,,
6/27/2023 8:30,23.388,23.004,20.138,,,
6/27/2023 8:40,23.292,22.908,20.138,,,
6/27/2023 8:50,23.196,22.908,20.138,,,
6/27/2023 9:00,23.292,22.908,20.138,,,
6/27/2023 9:10,23.484,23.004,20.138,,,
6/27/2023 9:20,23.581,23.004,20.138,,,
6/27/2023 9:30,23.484,23.004,20.138,,,
6/27/2023 9:40,23.581,23.004,20.138,,,
6/27/2023 9:50,23.581,23.004,20.138,,,
6/27/2023 10:00,23.581,23.004,20.138,,,
6/27/2023 10:10,23.677,23.004,20.138,,,
6/27/2023 10:20,23.773,23.004,20.138,,,
6/27/2023 10:30,23.966,23.1,20.234,,,
6/27/2023 10:40,23.966,23.1,20.234,,,
6/27/2023 10:50,23.869,23.1,20.234,,,
6/27/2023 11:00,23.773,23.1,20.138,,,
6/27/2023 11:10,24.062,23.1,20.234,,,
6/27/2023 11:20,24.255,23.196,20.234,,,
6/27/2023 11:30,24.351,23.196,20.234,,,
6/27/2023 11:40,24.448,23.196,20.234,,,
6/27/2023 11:50,24.255,23.196,20.234,,,
6/27/2023 12:00,24.351,23.196,20.234,,,
6/27/2023 12:10,24.835,23.292,20.234,,,
6/27/2023 12:20,24.931,23.292,20.234,,,
6/27/2023 12:30,25.125,23.292,20.234,,,
6/27/2023 12:40,24.545,23.196,20.234,,,
6/27/2023 12:50,24.641,23.292,20.329,,,
6/27/2023 13:00,25.222,23.388,20.329,,,
6/27/2023 13:10,25.708,23.484,20.329,,,
6/27/2023 13:20,25.708,23.484,20.424,,,
6/27/2023 13:30,25.222,23.388,20.329,,,
6/27/2023 13:40,26.292,23.581,20.424,,,
6/27/2023 13:50,25.319,23.484,20.329,,,
6/27/2023 14:00,25.416,23.484,20.424,,,
6/27/2023 14:10,26.195,23.677,20.424,,,
6/27/2023 14:20,26,23.581,20.519,,,
6/27/2023 14:30,26.39,23.581,20.519,,,
6/27/2023 14:40,26.097,23.581,20.519,,,
6/27/2023 14:50,26.683,23.677,20.519,,,
6/27/2023 15:00,26.488,23.677,20.519,,,
6/27/2023 15:10,26,23.581,20.519,,,
6/27/2023 15:20,27.173,23.773,20.519,,,
6/27/2023 15:30,26.39,23.677,20.519,,,
6/27/2023 15:40,25.902,23.581,20.519,,,
6/27/2023 15:50,26,23.581,20.519,,,
6/27/2023 16:00,26.097,23.581,20.519,,,
6/27/2023 16:10,27.173,23.773,20.615,,,
6/27/2023 16:20,27.075,23.869,20.615,,,
6/27/2023 16:30,27.075,23.966,20.519,,,
6/27/2023 16:40,26.977,23.773,20.71,,,
6/27/2023 16:50,26.879,23.773,20.615,,,
6/27/2023 17:00,27.173,23.869,20.519,,,
6/27/2023 17:10,26.39,23.677,20.519,,,
6/27/2023 17:20,26.097,23.677,20.519,,,
6/27/2023 17:30,25.902,23.581,20.519,,,
6/27/2023 17:40,25.708,23.581,20.519,,,
6/27/2023 17:50,25.902,23.677,20.519,,,
6/27/2023 18:00,25.902,23.677,20.519,,,
6/27/2023 18:10,25.805,23.581,20.615,,,
6/27/2023 18:20,25.805,23.581,20.519,,,
6/27/2023 18:30,25.805,23.677,20.424,,,
6/27/2023 18:40,25.805,23.677,20.519,,,
6/27/2023 18:50,25.708,23.677,20.519,,,
6/27/2023 19:00,25.61,23.677,20.615,,,
6/27/2023 19:10,25.61,23.677,20.519,,,
6/27/2023 19:20,25.513,23.677,20.519,,,
6/27/2023 19:30,25.416,23.677,20.519,,,
6/27/2023 19:40,25.416,23.677,20.519,,,
6/27/2023 19:50,25.416,23.677,20.519,,,
6/27/2023 20:00,25.416,23.677,20.519,,,
6/27/2023 20:10,25.319,23.677,20.519,,,
6/27/2023 20:20,25.319,23.677,20.519,,,
6/27/2023 20:30,25.222,23.677,20.519,,,
6/27/2023 20:40,25.125,23.677,20.519,,,
6/27/2023 20:50,25.028,23.677,20.519,,,
6/27/2023 21:00,24.931,23.677,20.519,,,
6/27/2023 21:10,24.931,23.677,20.519,,,
6/27/2023 21:20,24.835,23.677,20.519,,,
6/27/2023 21:30,24.835,23.677,20.519,,,
6/27/2023 21:40,24.835,23.677,20.519,,,
6/27/2023 21:50,24.738,23.677,20.519,,,
6/27/2023 22:00,24.738,23.677,20.424,,,
6/27/2023 22:10,24.641,23.581,20.519,,,
6/27/2023 22:20,24.641,23.677,20.519,,,
6/27/2023 22:30,24.641,23.581,20.519,,,
6/27/2023 22:40,24.545,23.677,20.519,,,
6/27/2023 22:50,24.545,23.581,20.519,,,
6/27/2023 23:00,24.545,23.581,20.519,,,
6/27/2023 23:10,24.448,23.581,20.519,,,
6/27/2023 23:20,24.448,23.581,20.519,,,
6/27/2023 23:30,24.448,23.581,20.519,,,
6/27/2023 23:40,24.351,23.581,20.519,,,
6/27/2023 23:50,24.351,23.677,20.424,,,
6/28/2023 0:00,24.351,23.581,20.519,,,
6/28/2023 0:10,24.351,23.581,20.519,,,
6/28/2023 0:20,24.255,23.581,20.424,,,
6/28/2023 0:30,24.255,23.581,20.424,,,
6/28/2023 0:40,24.255,23.581,20.424,,,
6/28/2023 0:50,24.158,23.581,20.424,,,
6/28/2023 1:00,24.158,23.581,20.424,,,
6/28/2023 1:10,24.158,23.581,20.424,,,
6/28/2023 1:20,24.158,23.581,20.424,,,
6/28/2023 1:30,24.158,23.581,20.424,,,
6/28/2023 1:40,24.062,23.581,20.424,,,
6/28/2023 1:50,24.062,23.581,20.424,,,
6/28/2023 2:00,24.062,23.581,20.424,,,
6/28/2023 2:10,24.062,23.581,20.424,,,
6/28/2023 2:20,23.966,23.581,20.424,,,
6/28/2023 2:30,23.966,23.581,20.424,,,
6/28/2023 2:40,23.966,23.581,20.424,,,
6/28/2023 2:50,23.966,23.581,20.424,,,
6/28/2023 3:00,23.966,23.581,20.424,,,
6/28/2023 3:10,23.869,23.581,20.424,,,
6/28/2023 3:20,23.869,23.581,20.424,,,
6/28/2023 3:30,23.869,23.581,20.424,,,
6/28/2023 3:40,23.869,23.581,20.424,,,
6/28/2023 3:50,23.773,23.581,20.424,,,
6/28/2023 4:00,23.773,23.581,20.424,,,
6/28/2023 4:10,23.773,23.581,20.424,,,
6/28/2023 4:20,23.773,23.581,20.424,,,
6/28/2023 4:30,23.677,23.484,20.424,,,
6/28/2023 4:40,23.677,23.484,20.424,,,
6/28/2023 4:50,23.677,23.484,20.424,,,
6/28/2023 5:00,23.677,23.484,20.424,,,
6/28/2023 5:10,23.677,23.388,20.424,,,
6/28/2023 5:20,23.677,23.484,20.424,,,
6/28/2023 5:30,23.581,23.388,20.424,,,
6/28/2023 5:40,23.581,23.484,20.424,,,
6/28/2023 5:50,23.581,23.484,20.424,,,
6/28/2023 6:00,23.484,23.388,20.424,,,
6/28/2023 6:10,23.484,23.484,20.424,,,
6/28/2023 6:20,23.484,23.388,20.424,,,
6/28/2023 6:30,23.484,23.388,20.424,,,
6/28/2023 6:40,23.484,23.388,20.424,,,
6/28/2023 6:50,23.484,23.292,20.424,,,
6/28/2023 7:00,23.388,23.388,20.424,,,
6/28/2023 7:10,23.388,23.292,20.424,,,
6/28/2023 7:20,23.388,23.292,20.424,,,
6/28/2023 7:30,23.388,23.292,20.424,,,
6/28/2023 7:40,23.292,23.292,20.424,,,
6/28/2023 7:50,23.292,23.292,20.424,,,
6/28/2023 8:00,23.292,23.196,20.424,,,
6/28/2023 8:10,23.292,23.196,20.424,,,
6/28/2023 8:20,23.292,23.196,20.424,,,
6/28/2023 8:30,23.196,23.196,20.424,,,
6/28/2023 8:40,23.292,23.196,20.424,,,
6/28/2023 8:50,23.292,23.1,20.424,,,
6/28/2023 9:00,23.196,23.1,20.424,,,
6/28/2023 9:10,23.196,23.1,20.424,,,
6/28/2023 9:20,23.292,23.1,20.424,,,
6/28/2023 9:30,23.292,23.1,20.424,,,
6/28/2023 9:40,23.292,23.1,20.424,,,
6/28/2023 9:50,23.196,23.1,20.519,,,
6/28/2023 10:00,23.196,23.004,20.519,,,
6/28/2023 10:10,23.196,23.004,20.424,,,
6/28/2023 10:20,23.1,23.004,20.519,,,
6/28/2023 10:30,23.1,23.004,20.519,,,
6/28/2023 10:40,23.1,23.004,20.519,,,
6/28/2023 10:50,23.1,23.004,20.519,,,
6/28/2023 11:00,23.1,23.004,20.519,,,
6/28/2023 11:10,23.1,23.004,20.519,,,
6/28/2023 11:20,23.196,22.908,20.519,,,
6/28/2023 11:30,23.1,22.908,20.519,,,
6/28/2023 11:40,23.196,22.908,20.519,,,
6/28/2023 11:50,23.1,22.908,20.519,,,
6/28/2023 12:00,23.1,22.908,20.519,,,
6/28/2023 12:10,23.196,22.908,20.519,,,
6/28/2023 12:20,23.1,22.908,20.519,,,
6/28/2023 12:30,23.004,22.908,20.519,,,
6/28/2023 12:40,23.004,22.908,20.519,,,
6/28/2023 12:50,23.004,22.908,20.519,,,
6/28/2023 13:00,23.004,22.812,20.519,,,
6/28/2023 13:10,23.004,22.812,20.519,,,
6/28/2023 13:20,23.004,22.812,20.615,,,
6/28/2023 13:30,23.1,22.812,20.615,,,
6/28/2023 13:40,22.908,22.812,20.615,,,
6/28/2023 13:50,22.908,22.812,20.615,,,
6/28/2023 14:00,22.908,22.717,20.615,,,
6/28/2023 14:10,22.908,22.812,20.615,,,
6/28/2023 14:20,22.812,22.717,20.615,,,
6/28/2023 14:30,22.812,22.717,20.615,,,
6/28/2023 14:40,22.812,22.717,20.615,,,
6/28/2023 14:50,22.812,22.717,20.615,,,
6/28/2023 15:00,22.812,22.717,20.615,,,
6/28/2023 15:10,22.717,22.717,20.615,,,
6/28/2023 15:20,22.812,22.621,20.615,,,
6/28/2023 15:30,22.717,22.621,20.615,,,
6/28/2023 15:40,22.717,22.621,20.615,,,
6/28/2023 15:50,22.621,22.621,20.615,,,
6/28/2023 16:00,22.621,22.621,20.615,,,
6/28/2023 16:10,22.621,22.525,20.615,,,
6/28/2023 16:20,22.812,22.621,20.615,,,
6/28/2023 16:30,22.812,22.525,20.615,,,
6/28/2023 16:40,22.717,22.525,20.615,,,
6/28/2023 16:50,22.717,22.525,20.615,,,
6/28/2023 17:00,22.621,22.525,20.615,,,
6/28/2023 17:10,22.621,22.525,20.615,,,
6/28/2023 17:20,22.621,22.525,20.615,,,
6/28/2023 17:30,22.525,22.429,20.615,,,
6/28/2023 17:40,22.525,22.525,20.615,,,
6/28/2023 17:50,22.525,22.429,20.615,,,
6/28/2023 18:00,22.525,22.429,20.615,,,
6/28/2023 18:10,22.525,22.429,20.615,,,
6/28/2023 18:20,22.429,22.429,20.615,,,
6/28/2023 18:30,22.429,22.429,20.615,,,
6/28/2023 18:40,22.429,22.429,20.615,,,
6/28/2023 18:50,22.429,22.429,20.615,,,
6/28/2023 19:00,22.429,22.333,20.615,,,
6/28/2023 19:10,22.429,22.333,20.615,,,
6/28/2023 19:20,22.429,22.333,20.615,,,
6/28/2023 19:30,22.429,22.333,20.615,,,
6/28/2023 19:40,22.333,22.333,20.615,,,
6/28/2023 19:50,22.333,22.333,20.615,,,
6/28/2023 20:00,22.333,22.238,20.615,,,
6/28/2023 20:10,22.238,22.238,20.615,,,
6/28/2023 20:20,22.238,22.238,20.615,,,
6/28/2023 20:30,22.238,22.238,20.615,,,
6/28/2023 20:40,22.238,22.238,20.615,,,
6/28/2023 20:50,22.238,22.238,20.615,,,
6/28/2023 21:00,22.238,22.238,20.615,,,
6/28/2023 21:10,22.142,22.142,20.615,,,
6/28/2023 21:20,22.142,22.142,20.615,,,
6/28/2023 21:30,22.142,22.142,20.615,,,
6/28/2023 21:40,22.142,22.142,20.615,,,
6/28/2023 21:50,22.142,22.142,20.519,,,
6/28/2023 22:00,22.142,22.142,20.519,,,
6/28/2023 22:10,22.142,22.046,20.519,,,
6/28/2023 22:20,22.046,22.046,20.519,,,
6/28/2023 22:30,22.046,22.046,20.519,,,
6/28/2023 22:40,22.046,22.046,20.519,,,
6/28/2023 22:50,22.046,22.046,20.615,,,
6/28/2023 23:00,22.046,22.046,20.519,,,
6/28/2023 23:10,21.951,22.046,20.519,,,
6/28/2023 23:20,21.951,22.046,20.519,,,
6/28/2023 23:30,21.951,21.951,20.519,,,
6/28/2023 23:40,21.951,21.951,20.519,,,
6/28/2023 23:50,21.951,21.951,20.519,,,
6/29/2023 0:00,21.951,21.951,20.519,,,
6/29/2023 0:10,21.855,21.951,20.519,,,
6/29/2023 0:20,21.855,21.951,20.519,,,
6/29/2023 0:30,21.855,21.855,20.519,,,
6/29/2023 0:40,21.855,21.855,20.519,,,
6/29/2023 0:50,21.855,21.855,20.519,,,
6/29/2023 1:00,21.855,21.855,20.519,,,
6/29/2023 1:10,21.855,21.855,20.519,,,
6/29/2023 1:20,21.855,21.855,20.519,,,
6/29/2023 1:30,21.855,21.855,20.519,,,
6/29/2023 1:40,21.76,21.76,20.519,,,
6/29/2023 1:50,21.76,21.76,20.519,,,
6/29/2023 2:00,21.76,21.76,20.519,,,
6/29/2023 2:10,21.76,21.76,20.519,,,
6/29/2023 2:20,21.76,21.76,20.519,,,
6/29/2023 2:30,21.664,21.664,20.519,,,
6/29/2023 2:40,21.664,21.664,20.519,,,
6/29/2023 2:50,21.664,21.664,20.424,,,
6/29/2023 3:00,21.664,21.664,20.519,,,
6/29/2023 3:10,21.664,21.664,20.519,,,
6/29/2023 3:20,21.664,21.664,20.519,,,
6/29/2023 3:30,21.569,21.569,20.424,,,
6/29/2023 3:40,21.569,21.569,20.519,,,
6/29/2023 3:50,21.569,21.569,20.424,,,
6/29/2023 4:00,21.569,21.569,20.519,,,
6/29/2023 4:10,21.569,21.569,20.424,,,
6/29/2023 4:20,21.473,21.473,20.519,,,
6/29/2023 4:30,21.473,21.473,20.519,,,
6/29/2023 4:40,21.473,21.473,20.519,,,
6/29/2023 4:50,21.473,21.473,20.424,,,
6/29/2023 5:00,21.473,21.473,20.424,,,
6/29/2023 5:10,21.378,21.473,20.519,,,
6/29/2023 5:20,21.378,21.378,20.424,,,
6/29/2023 5:30,21.378,21.378,20.424,,,
6/29/2023 5:40,21.378,21.378,20.424,,,
6/29/2023 5:50,21.378,21.378,20.424,,,
6/29/2023 6:00,21.378,21.378,20.424,,,
6/29/2023 6:10,21.378,21.378,20.424,,,
6/29/2023 6:20,21.378,21.378,20.424,,,
6/29/2023 6:30,21.378,21.378,20.424,,,
6/29/2023 6:40,21.378,21.282,20.424,,,
6/29/2023 6:50,21.378,21.282,20.424,,,
6/29/2023 7:00,21.378,21.282,20.424,,,
6/29/2023 7:10,21.378,21.282,20.424,,,
6/29/2023 7:20,21.378,21.282,20.424,,,
6/29/2023 7:30,21.378,21.282,20.424,,,
6/29/2023 7:40,21.378,21.282,20.424,,,
6/29/2023 7:50,21.378,21.282,20.424,,,
6/29/2023 8:00,21.473,21.282,20.329,,,
6/29/2023 8:10,21.569,21.282,20.329,,,
6/29/2023 8:20,21.569,21.282,20.424,,,
6/29/2023 8:30,21.664,21.282,20.329,,,
6/29/2023 8:40,21.76,21.282,20.424,,,
6/29/2023 8:50,21.664,21.282,20.424,,,
6/29/2023 9:00,21.664,21.282,20.424,,,
6/29/2023 9:10,21.664,21.282,20.424,,,
6/29/2023 9:20,21.951,21.378,20.329,,,
6/29/2023 9:30,22.046,21.378,20.424,,,
6/29/2023 9:40,21.951,21.378,20.329,,,
6/29/2023 9:50,21.855,21.378,20.329,,,
6/29/2023 10:00,22.142,21.378,20.424,,,
6/29/2023 10:10,22.238,21.378,20.424,,,
6/29/2023 10:20,22.333,21.378,20.424,,,
6/29/2023 10:30,22.142,21.378,20.424,,,
6/29/2023 10:40,22.429,21.473,20.424,,,
6/29/2023 10:50,22.525,21.473,20.424,,,
6/29/2023 11:00,22.333,21.473,20.424,,,
6/29/2023 11:10,22.621,21.473,20.424,,,
6/29/2023 11:20,22.717,21.473,20.424,,,
6/29/2023 11:30,22.717,21.473,20.424,,,
6/29/2023 11:40,22.812,21.569,20.424,,,
6/29/2023 11:50,22.908,21.569,20.424,,,
6/29/2023 12:00,23.1,21.569,20.424,,,
6/29/2023 12:10,23.196,21.569,20.519,,,
6/29/2023 12:20,23.196,21.664,20.519,,,
6/29/2023 12:30,23.292,21.664,20.519,,,
6/29/2023 12:40,23.196,21.664,20.519,,,
6/29/2023 12:50,23.388,21.664,20.519,,,
6/29/2023 13:00,23.292,21.664,20.519,,,
6/29/2023 13:10,23.773,21.76,20.519,,,
6/29/2023 13:20,23.677,21.76,20.519,,,
6/29/2023 13:30,24.158,21.76,20.519,,,
6/29/2023 13:40,24.158,21.855,20.519,,,
6/29/2023 13:50,24.351,21.76,20.519,,,
6/29/2023 14:00,25.028,21.855,20.615,,,
6/29/2023 14:10,24.545,21.855,20.615,,,
6/29/2023 14:20,24.738,21.855,20.519,,,
6/29/2023 14:30,24.835,21.951,20.519,,,
6/29/2023 14:40,24.738,21.951,20.615,,,
6/29/2023 14:50,25.125,21.951,20.615,,,
6/29/2023 15:00,25.125,22.046,20.615,,,
6/29/2023 15:10,25.125,22.046,20.615,,,
6/29/2023 15:20,25.028,22.046,20.615,,,
6/29/2023 15:30,25.513,22.046,20.615,,,
6/29/2023 15:40,25.513,22.046,20.615,,,
6/29/2023 15:50,25.513,22.046,20.615,,,
6/29/2023 16:00,25.513,22.142,20.615,,,
6/29/2023 16:10,25.805,22.142,20.615,,,
6/29/2023 16:20,25.708,22.142,20.71,,,
6/29/2023 16:30,25.513,22.142,20.71,,,
6/29/2023 16:40,25.61,22.142,20.71,,,
6/29/2023 16:50,25.708,22.142,20.71,,,
6/29/2023 17:00,25.708,22.142,20.615,,,
6/29/2023 17:10,25.708,22.142,20.615,,,
6/29/2023 17:20,25.805,22.142,20.71,,,
6/29/2023 17:30,25.805,22.142,20.71,,,
6/29/2023 17:40,25.708,22.142,20.615,,,
6/29/2023 17:50,25.805,22.142,20.615,,,
6/29/2023 18:00,25.61,22.142,20.615,,,
6/29/2023 18:10,25.61,22.142,20.615,,,
6/29/2023 18:20,25.61,22.142,20.615,,,
6/29/2023 18:30,25.513,22.142,20.615,,,
6/29/2023 18:40,25.513,22.142,20.615,,,
6/29/2023 18:50,25.513,22.142,20.615,,,
6/29/2023 19:00,25.416,22.142,20.615,,,
6/29/2023 19:10,25.319,22.142,20.615,,,
6/29/2023 19:20,25.222,22.142,20.615,,,
6/29/2023 19:30,25.125,22.142,20.615,,,
6/29/2023 19:40,25.125,22.142,20.615,,,
6/29/2023 19:50,24.931,22.142,20.615,,,
6/29/2023 20:00,24.931,22.142,20.615,,,
6/29/2023 20:10,24.835,22.142,20.615,,,
6/29/2023 20:20,24.738,22.142,20.615,,,
6/29/2023 20:30,24.641,22.142,20.615,,,
6/29/2023 20:40,24.545,22.142,20.615,,,
6/29/2023 20:50,24.448,22.142,20.615,,,
6/29/2023 21:00,24.351,22.142,20.615,,,
6/29/2023 21:10,24.255,22.142,20.615,,,
6/29/2023 21:20,24.158,22.142,20.615,,,
6/29/2023 21:30,24.062,22.142,20.615,,,
6/29/2023 21:40,23.966,22.142,20.615,,,
6/29/2023 21:50,23.966,22.142,20.615,,,
6/29/2023 22:00,23.869,22.142,20.615,,,
6/29/2023 22:10,23.773,22.142,20.615,,,
6/29/2023 22:20,23.677,22.142,20.615,,,
6/29/2023 22:30,23.581,22.142,20.615,,,
6/29/2023 22:40,23.581,22.142,20.615,,,
6/29/2023 22:50,23.484,22.142,20.615,,,
6/29/2023 23:00,23.388,22.142,20.615,,,
6/29/2023 23:10,23.388,22.142,20.519,,,
6/29/2023 23:20,23.292,22.046,20.519,,,
6/29/2023 23:30,23.196,22.142,20.519,,,
6/29/2023 23:40,23.196,22.142,20.519,,,
6/29/2023 23:50,23.1,22.142,20.519,,,
6/30/2023 0:00,23.1,22.142,20.615,,,
6/30/2023 0:10,23.004,22.142,20.519,,,
6/30/2023 0:20,23.004,22.142,20.519,,,
6/30/2023 0:30,22.908,22.142,20.519,,,
6/30/2023 0:40,22.812,22.142,20.519,,,
6/30/2023 0:50,22.812,22.046,20.519,,,
6/30/2023 1:00,22.812,22.046,20.519,,,
6/30/2023 1:10,22.717,22.046,20.519,,,
6/30/2023 1:20,22.621,22.046,20.519,,,
6/30/2023 1:30,22.621,22.046,20.519,,,
6/30/2023 1:40,22.621,22.046,20.519,,,
6/30/2023 1:50,22.525,22.046,20.519,,,
6/30/2023 2:00,22.525,22.046,20.519,,,
6/30/2023 2:10,22.429,22.046,20.519,,,
6/30/2023 2:20,22.429,22.046,20.519,,,
6/30/2023 2:30,22.333,22.046,20.519,,,
6/30/2023 2:40,22.333,22.046,20.519,,,
6/30/2023 2:50,22.333,22.046,20.519,,,
6/30/2023 3:00,22.333,22.046,20.519,,,
6/30/2023 3:10,22.238,22.046,20.519,,,
6/30/2023 3:20,22.238,22.046,20.519,,,
6/30/2023 3:30,22.142,22.046,20.519,,,
6/30/2023 3:40,22.142,22.046,20.519,,,
6/30/2023 3:50,22.142,22.046,20.519,,,
6/30/2023 4:00,22.142,22.046,20.519,,,
6/30/2023 4:10,22.046,22.046,20.519,,,
6/30/2023 4:20,22.046,21.951,20.519,,,
6/30/2023 4:30,22.046,21.951,20.519,,,
6/30/2023 4:40,21.951,21.951,20.519,,,
6/30/2023 4:50,21.951,21.951,20.519,,,
6/30/2023 5:00,21.951,21.951,20.519,,,
6/30/2023 5:10,21.855,21.855,20.519,,,
6/30/2023 5:20,21.855,21.855,20.519,,,
6/30/2023 5:30,21.855,21.855,20.519,,,
6/30/2023 5:40,21.855,21.855,20.519,,,
6/30/2023 5:50,21.855,21.76,20.519,,,
6/30/2023 6:00,21.76,21.76,20.519,,,
6/30/2023 6:10,21.76,21.76,20.519,,,
6/30/2023 6:20,21.76,21.76,20.519,,,
6/30/2023 6:30,21.76,21.664,20.519,,,
6/30/2023 6:40,21.76,21.664,20.519,,,
6/30/2023 6:50,21.76,21.664,20.519,,,
6/30/2023 7:00,21.76,21.664,20.519,,,
6/30/2023 7:10,21.76,21.664,20.519,,,
6/30/2023 7:20,21.855,21.664,20.519,,,
6/30/2023 7:30,21.855,21.664,20.519,,,
6/30/2023 7:40,21.855,21.664,20.519,,,
6/30/2023 7:50,21.951,21.664,20.519,,,
6/30/2023 8:00,21.951,21.664,20.519,,,
6/30/2023 8:10,21.951,21.664,20.519,,,
6/30/2023 8:20,22.046,21.664,20.519,,,
6/30/2023 8:30,22.142,21.664,20.519,,,
6/30/2023 8:40,22.142,21.569,20.519,,,
6/30/2023 8:50,22.046,21.664,20.519,,,
6/30/2023 9:00,22.142,21.664,20.615,,,
6/30/2023 9:10,22.142,21.664,20.519,,,
6/30/2023 9:20,22.142,21.664,20.519,,,
6/30/2023 9:30,22.238,21.664,20.615,,,
6/30/2023 9:40,22.333,21.664,20.519,,,
6/30/2023 9:50,22.525,21.76,20.615,,,
6/30/2023 10:00,22.525,21.664,20.615,,,
6/30/2023 10:10,22.621,21.76,20.615,,,
6/30/2023 10:20,22.717,21.76,20.519,,,
6/30/2023 10:30,22.621,21.76,20.615,,,
